player_id,player_name,positions,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
hannah-cheng,Hannah Cheng,,,,11.0,1.0,4.0,1.0,7.0,
iman-haq,Iman Haq,,2.0,,25.0,1.0,11.0,-4.0,71.0,7.0
isabel-demo,Isabel Demo,,1.0,1.0,,,7.0,1.0,2.0,1.0
jackie-wang,Jackie Wang,,7.0,2.0,50.0,5.0,18.0,5.0,83.0,9.0
jacqueline-jarik,Jacqueline Jarik,,3.0,1.0,8.0,7.0,43.0,2.0,50.0,9.0
jaime-estes,Jaime Estes,,9.0,2.0,9.0,9.0,52.0,8.0,66.0,12.0
jalyn-baumgartner,Jalyn Baumgartner,,,2.0,36.0,1.0,2.0,2.0,10.0,1.0
jamie-smets,Jamie Smets,,1.0,1.0,14.0,1.0,6.0,3.0,9.0,
jana-graham,Jana Graham,,,1.0,12.0,,1.0,,2.0,1.0
jane-koch,Jane Koch,,3.0,8.0,42.0,1.0,11.0,6.0,29.0,6.0
janine-hlavaty,Janine Hlavaty,,2.0,4.0,14.0,7.0,63.0,6.0,67.0,7.0
jess-brand,Jess Brand,,,1.0,26.0,3.0,13.0,3.0,15.0,1.0
jess-oh,Jess Oh,,5.0,5.0,48.0,5.0,17.0,11.0,65.0,4.0
jessica-jess-hendrickson,"Jessica ""Jess"" Hendrickson",,1.0,6.0,42.0,1.0,10.0,4.0,17.0,4.0
jessica-jess-sourbeer,"Jessica ""Jess"" Sourbeer",,11.0,,38.0,2.0,19.0,7.0,89.0,6.0
jessica-martinez,Jessica Martinez,,,3.0,9.0,,1.0,1.0,14.0,2.0
joanna-maida,Joanna Maida,,3.0,1.0,36.0,1.0,10.0,1.0,43.0,4.0
jolie-krebs,Jolie Krebs,,24.0,7.0,36.0,8.0,81.0,14.0,393.0,25.0
jordan-harn,Jordan Harn,,2.0,5.0,32.0,,10.0,4.0,22.0,3.0
jordan-sorensen,Jordan Sorensen,,1.0,2.0,23.0,5.0,6.0,6.0,11.0,2.0
julia-harris,Julia Harris,,2.0,3.0,25.0,3.0,39.0,6.0,34.0,2.0
julian-hill,Julian Hill,TE,,1.0,26.0,1.0,,-4.0,19.0,6.0
kami-groom,Kami Groom,,3.0,3.0,22.0,3.0,8.0,7.0,36.0,2.0
karli-steiner,Karli Steiner,,9.0,8.0,30.0,1.0,29.0,,74.0,18.0
kas-gonzalez,Kas Gonzalez,,,2.0,10.0,1.0,4.0,-1.0,11.0,4.0
kat-ritzmann,Kat Ritzmann,,9.0,4.0,28.0,11.0,44.0,21.0,127.0,3.0
kate-blankenship,Kate Blankenship,,,,22.0,,3.0,-2.0,17.0,2.0
katharine-gilbert,Katharine Gilbert,,2.0,5.0,6.0,1.0,61.0,-14.0,183.0,22.0
katie-sanders,Katie Sanders,,1.0,3.0,22.0,2.0,7.0,,33.0,6.0
katrina-kat-mcguire,"Katrina ""Kat"" McGuire",,7.0,2.0,29.0,17.0,63.0,18.0,118.0,8.0
kelsea-lebeau,Kelsea LeBeau,,2.0,,2.0,1.0,26.0,-11.0,89.0,14.0
kenzie-carpenter,Kenzie Carpenter,,,1.0,2.0,1.0,13.0,2.0,18.0,
kerry-younts,Kerry Younts,,1.0,4.0,31.0,6.0,9.0,9.0,20.0,2.0
kinsey-neas,Kinsey Neas,,2.0,1.0,22.0,2.0,8.0,1.0,19.0,4.0
kira-flores,Kira Flores,,22.0,2.0,29.0,5.0,44.0,22.0,187.0,7.0
kit-asterin,Kit Asterin,,4.0,2.0,30.0,2.0,12.0,-4.0,98.0,12.0
krista-holden,Krista Holden,,,1.0,10.0,,2.0,1.0,3.0,
kristin-dudley,Kristin Dudley,,,,1.0,,5.0,-1.0,10.0,1.0
kylie-chesner,Kylie Chesner,,,3.0,22.0,4.0,11.0,6.0,18.0,1.0
laura-gerencser,Laura Gerencser,,16.0,10.0,21.0,5.0,64.0,17.0,201.0,14.0
layne-dodge,Layne Dodge,,,1.0,27.0,3.0,9.0,,17.0,4.0
leah-shorb,Leah Shorb,,,1.0,12.0,,12.0,-1.0,8.0,2.0
lexie-thomas,Lexie Thomas,,,,10.0,,1.0,-2.0,4.0,2.0
lexy-roy,Lexy Roy,,1.0,1.0,30.0,4.0,15.0,5.0,19.0,1.0
lilet-brooks,Lilet Brooks,,3.0,6.0,4.0,6.0,46.0,3.0,49.0,12.0
liliana-lili-hobday,"Liliana ""Lili"" Hobday",,4.0,4.0,51.0,3.0,3.0,7.0,52.0,4.0
lilli-popovich,Lilli Popovich,,3.0,4.0,22.0,2.0,20.0,7.0,18.0,2.0
lina-montenegro,Lina Montenegro,,4.0,4.0,58.0,4.0,23.0,-10.0,102.0,22.0
linda-morse,Linda Morse,,9.0,4.0,40.0,12.0,64.0,17.0,94.0,8.0
lindsay-mckenna,Lindsay McKenna,,4.0,3.0,29.0,6.0,16.0,7.0,43.0,6.0
lisa-dang,Lisa Dang,,4.0,4.0,28.0,,9.0,6.0,68.0,2.0
lisi-lohre,Lisi Lohre,,4.0,1.0,61.0,7.0,19.0,9.0,41.0,3.0
liv-ford,Liv Ford,,9.0,4.0,40.0,1.0,19.0,-11.0,93.0,25.0
liv-player,Liv Player,,2.0,4.0,32.0,2.0,6.0,5.0,33.0,3.0
liz-hart,Liz Hart,,10.0,5.0,30.0,12.0,58.0,22.0,96.0,5.0
lizzie-tilden,Lizzie Tilden,,,,33.0,1.0,1.0,-5.0,29.0,6.0
lo-guerin,Lo Guerin,,5.0,10.0,45.0,3.0,16.0,10.0,94.0,8.0
louise-beck,Louise Beck,,2.0,3.0,8.0,6.0,62.0,-2.0,68.0,13.0
lylah-bannister,Lylah Bannister,,1.0,2.0,18.0,7.0,22.0,8.0,36.0,2.0
maddie-pletzke,Maddie Pletzke,,3.0,6.0,30.0,10.0,53.0,11.0,57.0,8.0
madee-shade,Madee Shade,,,2.0,5.0,1.0,39.0,-8.0,82.0,11.0
madelyn-maddy-easton,"Madelyn ""Maddy"" Easton",,,2.0,19.0,1.0,7.0,,16.0,3.0
madelyn-lander,Madelyn Lander,,,3.0,29.0,1.0,5.0,2.0,8.0,2.0
madison-madi-cannon,"Madison ""Madi"" Cannon",,4.0,1.0,8.0,4.0,25.0,6.0,42.0,3.0
madison-lang,Madison Lang,,1.0,2.0,45.0,1.0,17.0,-1.0,56.0,5.0
madison-oakman,Madison Oakman,,,2.0,26.0,2.0,21.0,-5.0,56.0,9.0
maggie-oconnor,Maggie O'Connor,,9.0,4.0,7.0,3.0,52.0,-3.0,177.0,19.0
maggie-pendleton,Maggie Pendleton,,3.0,4.0,34.0,11.0,43.0,10.0,50.0,8.0
makella-daley,Makella Daley,,4.0,1.0,9.0,2.0,65.0,-6.0,151.0,13.0
maketa-mattimore,Maketa Mattimore,,11.0,3.0,23.0,12.0,64.0,19.0,79.0,7.0
margaret-marge-walker,"Margaret ""Marge"" Walker",,3.0,2.0,28.0,,16.0,1.0,76.0,4.0
margaret-rowell,Margaret Rowell,,3.0,3.0,41.0,7.0,13.0,5.0,42.0,8.0
mariana-mari-malin,"Mariana ""Mari"" Malin",,1.0,,8.0,,65.0,-6.0,139.0,7.0
marika-koppinen,Marika Koppinen,,,,7.0,2.0,2.0,-1.0,6.0,3.0
marie-weverka,Marié Weverka,,2.0,3.0,14.0,3.0,54.0,5.0,32.0,3.0
mary-clare-robbins,Mary Clare Robbins,,2.0,1.0,29.0,2.0,9.0,-2.0,45.0,7.0
mary-cowart,Mary Cowart,,,1.0,15.0,2.0,2.0,3.0,4.0,
mattea-swegles,Mattea Swegles,,,,11.0,,10.0,-1.0,7.0,1.0
meg-zeng,Meg Zeng,,,,5.0,1.0,,,3.0,1.0
megan-meg-duffy,"Megan ""Meg"" Duffy",,5.0,,38.0,,9.0,-2.0,66.0,7.0
megan-jarriel,Megan Jarriel,,,3.0,22.0,9.0,40.0,9.0,73.0,3.0
megan-randall,Megan Randall,,,2.0,17.0,1.0,2.0,2.0,6.0,1.0
meghan-rutledge,Meghan Rutledge,,1.0,,1.0,1.0,13.0,-5.0,13.0,7.0
melinda-alvey,Melinda Alvey,,,,26.0,1.0,3.0,-2.0,28.0,3.0
melissa-gibbs,Melissa Gibbs,,,2.0,35.0,1.0,3.0,2.0,13.0,1.0
melissa-lafrance,Melissa LaFrance,,,3.0,29.0,,,,5.0,3.0
mia-griner,Mia Griner,,4.0,6.0,31.0,11.0,39.0,15.0,105.0,6.0
mindy-radike,Mindy Radike,,3.0,1.0,15.0,,22.0,-4.0,60.0,8.0
montana-roberts,Montana Roberts,,,1.0,6.0,2.0,,3.0,5.0,
morgan-butts,Morgan Butts,,,2.0,20.0,2.0,6.0,4.0,10.0,
morgan-lally,Morgan Lally,,2.0,4.0,24.0,5.0,34.0,5.0,67.0,6.0
nadine-meister,Nadine Meister,,5.0,2.0,30.0,1.0,26.0,-8.0,100.0,16.0
naomi-guzman,Naomi Guzman,,5.0,6.0,25.0,2.0,18.0,6.0,100.0,7.0
natalie-bova,Natalie Bova,,7.0,5.0,46.0,1.0,18.0,5.0,79.0,8.0
natalie-so,Natalie So,,,1.0,21.0,3.0,14.0,-4.0,51.0,8.0
natalie-wilson,Natalie Wilson,,,7.0,21.0,5.0,25.0,6.0,32.0,6.0
neena-kashyap,Neena Kashyap,,,1.0,3.0,,3.0,1.0,1.0,
nikki-gilbert,Nikki Gilbert,,3.0,2.0,15.0,4.0,46.0,,41.0,9.0
nikki-hair,Nikki Hair,,,1.0,60.0,3.0,5.0,,19.0,4.0
nina-finley,Nina Finley,,1.0,,8.0,,14.0,-3.0,65.0,4.0
noel-holmes,Noel Holmes,,2.0,2.0,26.0,,18.0,-3.0,77.0,7.0
olympia-walker,Olympia Walker,,,,22.0,2.0,6.0,2.0,9.0,
penelope-penny-wu,"Penelope ""Penny"" Wu",,5.0,2.0,24.0,,5.0,-3.0,41.0,10.0
poppy-wagner,Poppy Wagner,,,,2.0,,,,,
quincy-booth,Quincy Booth,,14.0,4.0,29.0,8.0,50.0,8.0,182.0,18.0
rachel-alfano,Rachel Alfano,,3.0,,51.0,1.0,15.0,,22.0,4.0
rachel-barr,Rachel Barr,,1.0,2.0,1.0,1.0,36.0,2.0,21.0,2.0
rachel-graber,Rachel Graber,,1.0,2.0,34.0,1.0,3.0,,34.0,4.0
rachel-johnson,Rachel Johnson,,1.0,1.0,29.0,2.0,8.0,2.0,11.0,2.0
rachel-joy-rocha,Rachel Joy-Rocha,,,1.0,13.0,,5.0,,12.0,1.0
rachel-mast,Rachel Mast,,8.0,4.0,27.0,17.0,70.0,22.0,122.0,7.0
rebecca-fagan,Rebecca Fagan,,3.0,5.0,27.0,1.0,34.0,-1.0,41.0,10.0
riely-kuznicki,Riely Kuznicki,,1.0,9.0,66.0,1.0,4.0,7.0,36.0,4.0
riley-dickson,Riley Dickson,,2.0,2.0,27.0,,16.0,1.0,18.0,3.0
risa-umeno,Risa Umeno,,2.0,,43.0,2.0,1.0,-1.0,59.0,5.0
rose-glinka,Rose Glinka,,,1.0,2.0,1.0,30.0,,28.0,2.0
sam-harris,Sam Harris,,1.0,9.0,52.0,3.0,6.0,10.0,37.0,3.0
samantha-philips,Samantha Philips,,2.0,2.0,26.0,1.0,5.0,2.0,28.0,3.0
samantha-wool,Samantha Wool,,8.0,6.0,5.0,,48.0,-4.0,145.0,18.0
sami-smalling,Sami Smalling,,8.0,8.0,30.0,12.0,47.0,16.0,174.0,12.0
sandy-taylor,Sandy Taylor,,2.0,2.0,23.0,,2.0,3.0,4.0,1.0
sara-liang,Sara Liang,,7.0,3.0,25.0,5.0,43.0,5.0,170.0,10.0
sara-mog,Sara Mog,,6.0,5.0,18.0,2.0,57.0,-9.0,199.0,22.0
sarah-downing,Sarah Downing,,1.0,1.0,22.0,,6.0,-4.0,24.0,6.0
sarah-hirannet,Sarah Hirannet,,3.0,4.0,47.0,3.0,41.0,8.0,27.0,2.0
sarah-kingsley-hart,Sarah Kingsley-Hart,,2.0,2.0,17.0,1.0,34.0,4.0,31.0,1.0
sarah-meckstroth,Sarah Meckstroth,,4.0,2.0,6.0,5.0,30.0,8.0,34.0,3.0
sarah-mondschein,Sarah Mondschein,,4.0,2.0,47.0,1.0,18.0,-13.0,78.0,20.0
savannah-sillivant,Savannah Sillivant,,3.0,3.0,2.0,3.0,35.0,,50.0,9.0
shani-rosenthal,Shani Rosenthal,,6.0,2.0,11.0,1.0,36.0,4.0,37.0,5.0
sharon-tseng,Sharon Tseng,,3.0,2.0,12.0,,9.0,1.0,16.0,4.0
shelby-meyer,Shelby Meyer,,,1.0,6.0,,1.0,,6.0,1.0
shiru-liu,Shiru Liu,,7.0,2.0,37.0,1.0,14.0,-9.0,104.0,19.0
soju-hokari,Soju Hokari,,11.0,6.0,27.0,2.0,39.0,13.0,130.0,6.0
sophie-havranek,Sophie Havranek,,,1.0,8.0,1.0,8.0,-1.0,12.0,3.0
stella-dziedzic,Stella Dziedzic,,,2.0,10.0,1.0,16.0,-4.0,48.0,7.0
stephanie-steph-rupp,"Stephanie ""Steph"" Rupp",,1.0,3.0,33.0,1.0,17.0,-9.0,71.0,14.0
stephanie-steph-wood,"Stephanie ""Steph"" Wood",,6.0,3.0,7.0,6.0,48.0,4.0,44.0,11.0
stephanie-pritchard,Stephanie Pritchard,,3.0,2.0,7.0,2.0,37.0,2.0,45.0,5.0
sumi-onoe,Sumi Onoe,,2.0,1.0,38.0,6.0,12.0,5.0,35.0,4.0
summer-wilson,Summer Wilson,,6.0,3.0,22.0,5.0,38.0,-6.0,162.0,20.0
sydney-french,Sydney French,,5.0,9.0,55.0,1.0,19.0,9.0,58.0,6.0
sydney-loughran,Sydney Loughran,,5.0,4.0,17.0,6.0,50.0,13.0,44.0,2.0
sydney-rehder,Sydney Rehder,,,,12.0,,4.0,-1.0,12.0,1.0
sylvia-brown,Sylvia Brown,,3.0,1.0,31.0,,29.0,-13.0,132.0,17.0
tayara-romero,Tayara Romero,,2.0,3.0,42.0,5.0,16.0,5.0,43.0,5.0
therese-doebler,Therese Doebler,,2.0,,13.0,2.0,18.0,,24.0,4.0
tori-radcliffe,Tori Radcliffe,,5.0,1.0,6.0,2.0,59.0,-13.0,102.0,21.0
tori-taylor,Tori Taylor,,4.0,1.0,3.0,5.0,29.0,3.0,33.0,7.0
tracey-lo,Tracey Lo,,17.0,2.0,30.0,7.0,81.0,-9.0,260.0,35.0
tyler-smith,Tyler Smith,OT,11.0,2.0,33.0,4.0,51.0,3.0,220.0,14.0
valeria-cardenas,Valeria Cárdenas,,2.0,,8.0,3.0,10.0,-1.0,62.0,6.0
veronica-kolegue-spalaris-kspa,"Veronica Kolegue-Spalaris ""KSpa""",,7.0,7.0,24.0,7.0,36.0,15.0,56.0,6.0
veronica-yee,Veronica Yee,,,,22.0,,5.0,-2.0,6.0,2.0
violet-wei,Violet Wei,,1.0,,12.0,,2.0,,2.0,1.0
ximena-montana,Ximena Montaña,,4.0,1.0,18.0,9.0,23.0,8.0,83.0,6.0
yina-cartagena,Yina Cartagena,,21.0,2.0,21.0,2.0,49.0,10.0,270.0,15.0
yvonne-tang,Yvonne Tang,,,1.0,21.0,,1.0,-2.0,1.0,3.0
zasha-medina,Zasha Medina,,,,6.0,2.0,3.0,1.0,5.0,1.0
