player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
adrian-tracy,Adrian Tracy,DB/DL,,,1.0,7.0,7.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrew-fantuz,Andrew Fantuz,WR,,,,,,,,,,,,,,,,26.0,9.0,14.0,,44.0,113.0,,,,,,,,,,,,,,,,,,,
anthony-woodson,Anthony Woodson,RB,,,,,,,,,,,,,,,,28.0,2.0,2.0,,9.0,38.0,,,,,,,,,,,,,,,,,,,
armanti-edwards,Armanti Edwards,WR,,,,1.0,1.0,,,,,,,,,,,,7.0,9.0,1.0,35.0,88.0,,,,,,,,,,1.0,6.0,,1.0,,,,,,
brandon-banks,Brandon Banks,WR,,,,,,,,,,,,,,,,,3.0,5.0,1.0,5.0,15.0,33.0,2.0,,,52.0,,,,,1.0,6.0,,1.0,,,,,,
brandon-sermons,Brandon Sermons,DB,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brett-maher,Brett Maher,K,,,,,,,,,,,,,,,,,,,,,,70.0,4.0,4.0,59.0,231.0,,,,,,6.0,,,3.0,1.0,33.0,5.0,2.0,2.0
caleb-holley,Caleb Holley,WR,,,,,,,,,,,,,,,,30.0,8.0,11.0,,31.0,110.0,,,,,,,,,,,,,,,,,,,
cassius-vaughn,Cassius Vaughn,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corvey-irvin,Corvey Irvin,DB/DL,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curtis-steele,Curtis Steele,RB,,,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,9.0,19.0,,45.0,,,,,,,,,,
darian-durant,Darian Durant,QB,,,,,,,,31.0,23.0,,53.0,18.0,2.0,1.0,326.0,,,,,,,,,,,,2.0,14.0,1.0,15.0,,6.0,1.0,1.0,,,,,,
dominique-ellis,Dominique Ellis,DB,1.0,8.0,,4.0,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drake-nevis,Drake Nevis,DB/DL,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed-gainey,Ed Gainey,DB,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emanuel-davis,Emanuel Davis,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ese-mrabure-ajufo,Ese Mrabure-Ajufo,DB,,,1.0,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fred-bennett,Fred Bennett,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greg-jones,Greg Jones,LB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jasper-collins,Jasper Collins,WR,,,,,,,,,,,,,,,,11.0,2.0,4.0,,1.0,21.0,,,,,,,,,,,,,,,,,,,
jeff-hecht,Jeff Hecht,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeff-knox-jr,Jeff Knox Jr.,LB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremiah-masoli,Jeremiah MASOLI,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,32.0,,6.0,1.0,1.0,,,,,,
joe-craig,Joe Craig,WR,,,,,,,,,,,,,,,,,,,,,,22.0,4.0,,,59.0,,,,,,,,,,,,,,
john-chick,John Chick,DE/DB,,,1.0,5.0,5.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
john-chiles,John Chiles,WR,,,,1.0,1.0,,,,,,,,,,,14.0,4.0,7.0,,12.0,41.0,,,,,,,,,,,,,,,,,,,
josh-bartel,Josh Bartel,K/P,,,,,,,,,,,,,,,,,,,,,,57.0,7.0,6.0,30.0,282.0,,,,,,,,,,,,,,
justin-cox,Justin Cox,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kacy-rodgers,Kacy Rodgers,DB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korey-jones,Korey Jones,LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
larry-dean,Larry Dean,LB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matt-webster,Matt Webster,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michael-atkinson,Michael Atkinson,DB/DT,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michael-ford,Michael Ford,RB,,,,,,,,,,,,,,,,8.0,1.0,1.0,,8.0,8.0,,,,,,3.0,5.0,,11.0,,,,,,,,,,
mike-daly,Mike Daly,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-jones,Mike Jones,WR/RB,,,,,,,,,,,,,,,,21.0,1.0,2.0,,4.0,21.0,,,,,,,,,,,,,,,,,,,
mitchell-gale,Mitchell Gale,QB,,,,,,,,9.0,7.0,1.0,12.0,,,,52.0,,,,,,,,,,,,6.0,5.0,,12.0,,,,,,,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,,,,,,,,,53.0,3.0,4.0,,20.0,60.0,,,,,,,,,,,,,,,,,,,
otha-foster,Otha Foster,DB/LB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rob-bagg,Rob Bagg,WR,,,,,,,,,,,,,,,,34.0,8.0,10.0,,49.0,96.0,,,,,,,,,,,,,,,,,,,
ryan-lankford,Ryan Lankford,WR,,,,,,,,,,,,,,,,6.0,2.0,2.0,,,11.0,,,,,,,,,,,,,,,,,,,
shamawd-chambers,Shamawd Chambers,WR,,,,,,,,,,,,,,,,12.0,1.0,2.0,,9.0,12.0,,,,,,,,,,,,,,,,,,,
simoni-lawrence,Simoni Lawrence,LB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spencer-watt,Spencer Watt,WR,,,,,,,,,,,,,,,,36.0,4.0,5.0,,40.0,53.0,,,,,,,,,,,,,,,,,,,
travis-lee,Travis Lee,DB,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyler-crapigna,Tyler Crapigna,K,,,,,,,,,,,,,,,,,,,,,,69.0,2.0,2.0,52.0,125.0,,,,,,8.0,,,2.0,2.0,48.0,8.0,2.0,2.0
zach-collaros,Zach COLLAROS,QB,,,,,,,,40.0,26.0,1.0,36.0,4.0,1.0,1.0,310.0,,,,,,,,,,,,,,,,,,,,,,,,,
