player_id,player_name,positions,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
adam-odonnell,Adam O\'Donnell,P,1.0,0.0,0.0,1.0,0.0,-76.0,232.0
adam-turcotte,Adam Turcotte,P,1.0,0.0,0.0,2.0,2.0,228.0,174.0
akifumi-muraoka,Akifumi Muraoka,P,1.0,1.0,1.0,2.0,2.0,158.0,153.0
antoine-dube,Antoine Dubé,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antoine-rousseau,Antoine Rousseau,P,0.0,1.0,0.0,0.0,0.0,51.0,117.0
araav-sehgal,Araav Sehgal,P,1.0,0.0,1.0,0.0,2.0,108.0,36.0
ben-klar,Ben Klar,P,0.0,1.0,1.0,0.0,1.0,43.0,-7.0
brandon-adibe,Brandon Adibe,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cameron-kennedy,Cameron Kennedy,P,0.0,0.0,0.0,2.0,0.0,142.0,34.0
cavin-coulbury,Cavin Coulbury,P,0.0,0.0,0.0,0.0,0.0,12.0,23.0
charles-guay,Charles Guay,P,1.0,2.0,1.0,0.0,2.0,23.0,38.0
chris-chan,Chris Chan,P,0.0,0.0,1.0,1.0,0.0,41.0,20.0
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,1.0,1.0,0.0,0.0,1.0,87.0,91.0
daniel-wong,Daniel Wong,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dax-miller,Dax Miller,P,1.0,2.0,0.0,0.0,1.0,178.0,95.0
dylan-lacombe-burgoyne,Dylan Lacombe-Burgoyne,P,1.0,0.0,0.0,0.0,1.0,41.0,101.0
felix-leonard,Felix Leonard,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
griffin-mckee,Griffin McKee,P,1.0,0.0,0.0,2.0,1.0,107.0,147.0
jackson-mckee,Jackson McKee,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacob-duquette,Jacob Duquette,P,1.0,0.0,0.0,1.0,0.0,37.0,18.0
jakob-brissette,Jakob Brissette,P,1.0,1.0,0.0,1.0,4.0,29.0,368.0
james-mcclean,James McClean,P,0.0,1.0,0.0,0.0,1.0,-12.0,-11.0
jamie-millage,Jamie Millage,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jean-levy-champagne,Jean-Levy Champagne,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
julien-bernat,Julien Bernat,P,0.0,1.0,0.0,0.0,1.0,38.0,50.0
julien-senechal,Julien Sénéchal,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
justin-luo,Justin Luo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keith-mcrae,Keith McRae,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kelvin-huang,Kelvin Huang,P,0.0,0.0,0.0,0.0,1.0,43.0,9.0
kevin-groulx,Kevin Groulx,P,2.0,0.0,1.0,0.0,5.0,121.0,156.0
kevin-jay,Kevin Jay,P,0.0,2.0,0.0,0.0,0.0,-52.0,39.0
kevin-quinlan,Kevin Quinlan,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kevin-tong,Kevin Tong,P,0.0,0.0,1.0,0.0,0.0,12.0,-7.0
liam-mckeown,Liam McKeown,P,0.0,0.0,0.0,0.0,0.0,11.0,-9.0
logan-dufour,Logan Dufour,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
luc-comire,Luc Comire,P,1.0,1.0,1.0,0.0,4.0,131.0,296.0
martin-shiu,Martin Shiu,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matthew-lam,Matthew Lam,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melvyn-brichet,Melvyn Brichet,P,0.0,1.0,0.0,1.0,3.0,56.0,32.0
nathan-hsieh,Nathan Hsieh,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oren-binnun,Oren Binnun,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oscar-stonehouse,Oscar Stonehouse,P,2.0,1.0,0.0,2.0,3.0,303.0,56.0
owen-robinson,Owen Robinson,P,0.0,0.0,0.0,0.0,0.0,-11.0,71.0
paul-hooley,Paul Hooley,P,0.0,0.0,0.0,0.0,0.0,1.0,24.0
phil-turner,Phil Turner,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
