player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
bailey-feltmate,Bailey Feltmate,LB,,,,0.0,,,,,,,,,0.0,0.0
bralon-addison,Bralon ADDISON,WR,,,,,,,,0.0,94.0,7.0,,,,
carthell-flowers-lloyd,Carthell Flowers-Lloyd,DB,,,,0.0,,,,0.0,0.0,0.0,,,0.0,0.0
casey-sayles,Casey Sayles,DT,,,,0.0,,,,,,,,,1.0,2.0
chris-edwards,Chris Edwards,DB,,,,0.0,,,,,,,,,0.0,3.0
felix-garand-gauthier,Felix Garand-Gauthier,RB/FB,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0
ham-dst,HAM DST,DST,,,,,,,15.0,,,,,,2.0,
ham-k,HAM K,K,1.0,93.0,,,,,,,,,,,,
ham-qb,HAM QB,QB,,,1.0,,2.0,239.0,,,,,,42.0,,
jameer-thurman,Jameer Thurman,LB,,,,0.0,,,,,,,,,0.0,5.0
james-butler,James BUTLER,RB,,,,,,,,0.0,10.0,3.0,0.0,92.0,,
kiondre-smith,Kiondre SMITH,WR,,,,,,,,0.0,56.0,3.0,,,,
malik-carney,Malik Carney,DE,,,,0.0,,,,,,,,,0.0,3.0
marc-liegghio,Marc LIEGGHIO,K,1.0,93.0,,,,,,,,,,,,
matthew-shiltz,Matthew Shiltz,QB,,,1.0,,2.0,225.0,,,,,0.0,30.0,,
mohamed-diallo,Mohamed Diallo,DT/DL,,,,0.0,,,,,,,,,0.0,1.0
omar-bayless,Omar Bayless,WR,,,,,,,,0.0,27.0,2.0,,,,
richard-leonard,Richard Leonard,DB,,,,0.0,,,,,,,,,0.0,5.0
simoni-lawrence,Simoni Lawrence,LB/DB,,,,0.0,,,,,,,,,0.0,7.0
stavros-katsantonis,Stavros Katsantonis,DB,,,,0.0,,,,,,,,,0.0,3.0
terry-godwin-ii,Terry Godwin II,WR,,,,,,,,1.0,28.0,1.0,,,,
tim-white,Tim White,WR/RB,,,,0.0,,,,1.0,96.0,3.0,,,0.0,1.0
tyler-ternowski,Tyler TERNOWSKI,WR,,,,0.0,,,,,,,,,0.0,0.0
vosean-joseph,Vosean Joseph,LB,,,,0.0,,,,,,,,,0.0,0.0
will-sunderland,Will Sunderland,DB,,,,0.0,,,,,,,,,0.0,5.0
