player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_td,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_ir,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
antoine-pruneau,Antoine Pruneau,DB,1.0,46.0,,2.0,1.0,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,1.0,,,,,,
avery-ellis,Avery Ellis,DE/DL/DB,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bakari-grant,Bakari Grant,WR,,,,,,,,,,,,,,,,,13.0,3.0,4.0,,23.0,29.0,,,,,,,,,,,,,,,,,,,,
brett-maher,Brett Maher,K,,,,,,,,,1.0,1.0,,8.0,,,,8.0,,,,,,,69.0,5.0,5.0,106.0,321.0,,,,,,,9.0,,,2.0,2.0,48.0,9.0,3.0,3.0
caleb-holley,Caleb Holley,WR,,,,,,,,,,,,,,,,,16.0,4.0,5.0,1.0,-1.0,36.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
chris-lyles,Chris Lyles,DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christion-jones,Christion Jones,RB,,,,,,,,,,,,,,,,,,,1.0,,,,30.0,5.0,,,106.0,,,,,,,,,,,,,,,
corey-tindal,Corey Tindal,DB,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crezdon-butler,Crezdon Butler,DB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denzel-radford,Denzel Radford,DB,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
derrick-moncrief,Derrick Moncrief,LB,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diontae-spencer,Diontae Spencer,WR,,,,1.0,,1.0,,,,,,,,,,,32.0,3.0,8.0,1.0,2.0,71.0,17.0,2.0,,,23.0,,,,,,1.0,6.0,,1.0,,,,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,,,,,,,,,,36.0,3.0,6.0,,46.0,85.0,,,,,,,,,,,,,,,,,,,,
duron-carter,Duron Carter,DB,,,,,,,,,,,,,,,,,50.0,11.0,14.0,,47.0,231.0,,,,,,,,,,,,,,,,,,,,
ed-gainey,Ed Gainey,DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ese-mrabure-ajufo,Ese Mrabure-Ajufo,DB,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ettore-lattanzio,Ettore Lattanzio,DB,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
