game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_CFL_W1_EDM,,,1,CFL,,,3.0,0.0,254.0,0.0,6.0
SYNTHETIC_CFL_W3_EDM,,,3,CFL,,,1.0,1.0,226.0,0.0,2.0
SYNTHETIC_CFL_W5_EDM,,,5,CFL,,,2.0,0.0,97.0,,
SYNTHETIC_CFL_W7_EDM,,,7,CFL,,,0.0,0.0,47.0,,
SYNTHETIC_CFL_W9_EDM,,,9,CFL,,,2.0,0.0,186.0,0.0,5.0
SYNTHETIC_CFL_W11_EDM,,,11,CFL,,,0.0,0.0,85.0,,
SYNTHETIC_CFL_W13_EDM,,,13,CFL,,,0.0,1.0,313.0,0.0,25.0
SYNTHETIC_CFL_W14_EDM,,,14,CFL,,,1.0,0.0,290.0,0.0,12.0
SYNTHETIC_CFL_W16_EDM,,,16,CFL,,,2.0,0.0,231.0,1.0,7.0
SYNTHETIC_CFL_W17_EDM,,,17,CFL,,,1.0,1.0,363.0,0.0,5.0
SYNTHETIC_CFL_W19_EDM,,,19,CFL,,,0.0,2.0,271.0,0.0,4.0
SYNTHETIC_CFL_W20_EDM,,,20,CFL,,,0.0,0.0,166.0,0.0,4.0
SYNTHETIC_CFL_2023_W1_OTT,,2023,1,CFL,,,3.0,0.0,176.0,0.0,15.0
SYNTHETIC_CFL_2023_W2_OTT,,2023,2,CFL,,,1.0,0.0,109.0,,
SYNTHETIC_CFL_2023_W8_OTT,,2023,8,CFL,,,0.0,0.0,10.0,,
SYNTHETIC_CFL_2023_W17_OTT,,2023,17,CFL,,,0.0,0.0,85.0,,
SYNTHETIC_CFL_2023_W18_OTT,,2023,18,CFL,,,0.0,0.0,90.0,,
SYNTHETIC_CFL_2024_W5_TOR,,2024,5,CFL,,,0.0,0.0,35.0,,
SYNTHETIC_CFL_2024_W7_TOR,,2024,7,CFL,,,1.0,1.0,118.0,0.0,-7.0
SYNTHETIC_CFL_2024_W8_TOR,,2024,8,CFL,,,0.0,0.0,87.0,0.0,5.0
SYNTHETIC_CFL_2024_W10_TOR,,2024,10,CFL,,,1.0,1.0,181.0,0.0,4.0
SYNTHETIC_CFL_2024_W21_TOR,,2024,21,CFL,,,1.0,2.0,378.0,0.0,1.0
SYNTHETIC_CFL_2025_W1_TOR,,2025,1,CFL,,,2.0,1.0,273.0,0.0,17.0
SYNTHETIC_CFL_2025_W2_TOR,,2025,2,CFL,,,2.0,1.0,309.0,0.0,3.0
SYNTHETIC_CFL_2025_W3_TOR,,2025,3,CFL,,,1.0,2.0,259.0,0.0,13.0
SYNTHETIC_CFL_2025_W4_TOR,,2025,4,CFL,,,1.0,1.0,269.0,0.0,18.0
SYNTHETIC_CFL_2025_W5_TOR,,2025,5,CFL,,,1.0,2.0,339.0,0.0,10.0
SYNTHETIC_CFL_2025_W7_TOR,,2025,7,CFL,,,1.0,2.0,242.0,0.0,12.0
SYNTHETIC_CFL_2025_W8_TOR,,2025,8,CFL,,,0.0,2.0,316.0,0.0,32.0
SYNTHETIC_CFL_2025_W9_TOR,,2025,9,CFL,,,1.0,2.0,327.0,,
SYNTHETIC_CFL_2025_W10_TOR,,2025,10,CFL,,,1.0,3.0,317.0,1.0,19.0
SYNTHETIC_CFL_2025_W11_TOR,,2025,11,CFL,,,0.0,1.0,382.0,0.0,11.0
SYNTHETIC_CFL_2025_W12_TOR,,2025,12,CFL,,,0.0,3.0,430.0,1.0,8.0
SYNTHETIC_CFL_2025_W13_TOR,,2025,13,CFL,,,0.0,3.0,352.0,0.0,7.0
SYNTHETIC_CFL_2025_W15_TOR,,2025,15,CFL,,,4.0,2.0,261.0,0.0,10.0
SYNTHETIC_CFL_2025_W17_TOR,,2025,17,CFL,,,1.0,1.0,281.0,0.0,1.0
SYNTHETIC_CFL_2025_W18_TOR,,2025,18,CFL,,,0.0,0.0,0.0,,
