player_id,player_name,positions,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
aj-merriman,AJ Merriman,P,4.0,0.0,1.0,3.0,4.0,191.0,262.0
aaron-barcio,Aaron Barcio,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaron-bartlett,Aaron Bartlett,P,0.0,0.0,0.0,1.0,1.0,106.0,32.0
aaron-mcadams,Aaron McAdams,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaron-weaver,Aaron Weaver,P,2.0,2.0,0.0,4.0,7.0,142.0,812.0
abe-coffin,Abe Coffin,P,13.0,8.0,1.0,3.0,8.0,332.0,984.0
adam-grossberg,Adam Grossberg,P,0.0,0.0,0.0,0.0,1.0,57.0,-16.0
adam-jemal,Adam Jemal,P,0.0,0.0,0.0,0.0,0.0,-5.0,4.0
adam-miller,Adam Miller,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adam-novak,Adam Novak,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adam-odonnell,Adam O\'Donnell,P,8.0,1.0,0.0,5.0,10.0,104.0,1277.0
adam-simon,Adam Simon,P,11.0,1.0,1.0,1.0,2.0,256.0,897.0
adam-stautberg,Adam Stautberg,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adam-turcotte,Adam Turcotte,P,1.0,4.0,2.0,0.0,7.0,148.0,487.0
adam-vinson,Adam Vinson,P,2.0,1.0,0.0,9.0,3.0,679.0,91.0
adnan-raslan,Adnan Raslan,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adrian-golay,Adrian Golay,P,0.0,0.0,0.0,3.0,1.0,175.0,-18.0
aidan-downey,Aidan Downey,P,0.0,1.0,0.0,1.0,0.0,1.0,221.0
aidan-lopez-escarez,Aidan Lopez-Escarez,P,5.0,11.0,3.0,2.0,4.0,331.0,263.0
aidan-rogers,Aidan Rogers,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alan-gruntz,Alan Gruntz,P,2.0,1.0,0.0,0.0,3.0,44.0,242.0
alan-kolick,Alan Kolick,P,0.0,0.0,0.0,2.0,0.0,56.0,127.0
alec-arsenault,Alec Arsenault,P,10.0,7.0,2.0,18.0,5.0,1387.0,923.0
alec-benton,Alec Benton,P,7.0,0.0,3.0,1.0,10.0,286.0,788.0
alec-mathena,Alec Mathena,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alec-wilson-holliday,Alec Wilson Holliday,P,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
alex-atkins,Alex Atkins,P,14.0,4.0,0.0,5.0,4.0,409.0,1181.0
alex-brouwer,Alex Brouwer,P,0.0,0.0,0.0,5.0,2.0,255.0,5.0
alex-cameron,Alex Cameron,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alex-cloud,Alex Cloud,P,1.0,1.0,1.0,0.0,0.0,-18.0,29.0
alex-curreri,Alex Curreri,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alex-davis,Alex Davis,P,7.0,2.0,1.0,15.0,4.0,697.0,245.0
alex-donadio,Alex Donadio,P,1.0,4.0,0.0,1.0,2.0,31.0,48.0
alex-heath,Alex Heath,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alex-liu,Alex Liu,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alex-pien,Alex Pien,P,6.0,2.0,0.0,0.0,6.0,188.0,398.0
alex-tatum,Alex Tatum,P,7.0,6.0,0.0,6.0,5.0,629.0,449.0
alex-thorne,Alex Thorne,P,6.0,0.0,0.0,2.0,6.0,214.0,651.0
alexander-belfiore,Alexander Belfiore,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alexandre-fall,Alexandre Fall,P,0.0,4.0,0.0,4.0,1.0,214.0,11.0
allan-laviolette,Allan Laviolette,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allan-michel,Allan Michel,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
