player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aja-wilson,A'ja Wilson,,551.0,484.0,1856.0,52.28099999999999,271.0,98.0,115.649,3677.0,1873.0,431.0,183.28200000000004,1510.0,1251.0,7365.75,453.0,1719.0,5095.0,2309.0,323.0,383.0
ad-durr,AD Durr,,56.0,7.0,58.0,12.684,116.0,42.0,20.249000000000002,317.0,123.0,62.0,22.281,80.0,63.0,769.4500000000005,10.0,-116.0,351.0,68.0,20.0,50.0
aaliyah-edwards,Aaliyah Edwards,F,68.0,41.0,228.0,,16.0,,31.864999999999995,364.0,172.0,147.0,30.575,167.0,108.0,1275.133333333333,95.0,-228.0,452.0,323.0,48.0,91.0
aaliyah-nye,Aaliyah Nye,,24.0,9.0,52.0,8.957,119.0,37.0,11.927999999999999,174.0,59.0,59.0,6.75,17.0,14.0,686.3333333333333,15.0,-36.0,169.0,67.0,13.0,27.0
aaliyah-wilson,Aaliyah Wilson,,8.0,2.0,7.0,1.0,7.0,1.0,3.4,26.0,6.0,17.0,1.0,4.0,2.0,119.38333333333334,5.0,-60.0,15.0,12.0,3.0,9.0
aari-mcdonald,Aari McDonald,G,420.0,15.0,228.0,38.641999999999996,497.0,159.0,51.206999999999994,1013.0,399.0,276.0,75.81299999999999,296.0,248.0,3063.7166666666676,51.0,-167.0,1205.0,279.0,142.0,250.0
abby-meyers,Abby Meyers,,,2.0,3.0,,4.0,,3.25,13.0,5.0,5.0,2.0,3.0,3.0,36.49999999999999,1.0,19.0,13.0,4.0,1.0,1.0
aerial-powers,Aerial Powers,,194.0,24.0,272.0,24.204,229.0,74.0,36.08900000000001,928.0,360.0,169.0,68.091,324.0,267.0,2046.5499999999997,94.0,-180.0,1061.0,366.0,80.0,192.0
aisha-sheppard,Aisha Sheppard,,10.0,1.0,8.0,3.2830000000000004,36.0,9.0,3.617,46.0,10.0,27.0,3.0,8.0,6.0,189.46666666666667,6.0,-47.0,35.0,14.0,5.0,9.0
ajae-petty,Ajae Petty,,,,1.0,,,,,,,1.0,,,,6.316666666666666,,-3.0,,1.0,,
alaina-coates,Alaina Coates,,2.0,3.0,21.0,,,,10.0,18.0,13.0,29.0,5.25,19.0,15.0,120.94999999999999,10.0,-77.0,41.0,31.0,6.0,13.0
alanna-smith,Alanna Smith,F,376.0,231.0,604.0,46.859,487.0,158.0,72.22499999999997,1117.0,524.0,439.0,58.942,260.0,168.0,3932.516666666668,239.0,470.0,1374.0,843.0,194.0,246.0
aleah-goodman,Aleah Goodman,,1.0,,,,,,,,,1.0,,,,3.2,,-8.0,,,,
alexis-prince,Alexis Prince,,1.0,,8.0,,1.0,,0.333,3.0,1.0,1.0,,,,22.05,,5.0,2.0,8.0,,3.0
alissa-pili,Alissa Pili,,8.0,3.0,36.0,5.9990000000000006,39.0,13.0,8.258000000000001,73.0,32.0,42.0,7.667,26.0,19.0,238.5333333333334,10.0,-28.0,96.0,46.0,7.0,28.0
aliyah-boston,Aliyah Boston,F,417.0,147.0,800.0,15.5,74.0,18.0,72.14899999999999,1472.0,796.0,425.0,81.479,431.0,321.0,4128.333333333332,372.0,87.0,1931.0,1172.0,145.0,254.0
allie-quigley,Allie Quigley,,200.0,19.0,167.0,29.939000000000004,381.0,146.0,32.922,771.0,327.0,121.0,50.984,168.0,158.0,2089.1833333333343,42.0,365.0,958.0,209.0,51.0,99.0
allisha-gray,Allisha Gray,G,534.0,109.0,735.0,68.69399999999999,864.0,320.0,83.22399999999999,2254.0,985.0,463.0,134.65699999999998,826.0,662.0,6181.216666666668,202.0,219.0,2952.0,937.0,201.0,307.0
alysha-clark,Alysha Clark,,252.0,32.0,499.0,50.043,497.0,169.0,70.17900000000003,843.0,369.0,375.0,49.501000000000005,133.0,111.0,3865.2666666666664,97.0,361.0,1018.0,596.0,121.0,157.0
alyssa-thomas,Alyssa Thomas,F,1537.0,77.0,1322.0,,21.0,,96.93400000000001,2226.0,1105.0,482.0,119.21299999999998,784.0,537.0,6594.249999999999,405.0,931.0,2747.0,1727.0,322.0,640.0
amanda-zahui-b,Amanda Zahui B.,,39.0,53.0,161.0,9.997000000000002,144.0,36.0,19.398,317.0,124.0,144.0,16.75,63.0,48.0,967.433333333333,31.0,-105.0,332.0,192.0,24.0,69.0
amy-atwell,Amy Atwell,,8.0,1.0,4.0,2.083,19.0,4.0,3.083,24.0,5.0,4.0,1.75,5.0,4.0,91.95,4.0,-36.0,18.0,8.0,,4.0
amy-okonkwo,Amy Okonkwo,,6.0,1.0,18.0,2.0,30.0,10.0,3.5700000000000003,61.0,30.0,11.0,5.75,20.0,18.0,156.81666666666666,7.0,-26.0,88.0,25.0,11.0,7.0
anastasiia-kosu,Anastasiia Kosu,,6.0,4.0,6.0,,2.0,,7.633,32.0,16.0,13.0,3.333,15.0,9.0,86.91666666666669,10.0,26.0,41.0,16.0,1.0,7.0
aneesah-morrow,Aneesah Morrow,,21.0,18.0,198.0,8.149000000000001,75.0,18.0,14.602000000000004,299.0,112.0,81.0,19.464,95.0,72.0,774.5666666666666,84.0,-139.0,314.0,282.0,32.0,45.0
angel-mccoughtry,Angel McCoughtry,,2.0,2.0,6.0,,1.0,,0.867,9.0,3.0,3.0,2.0,6.0,6.0,19.833333333333336,,-24.0,12.0,6.0,1.0,3.0
angel-reese,Angel Reese,F,173.0,36.0,528.0,3.6660000000000004,38.0,7.0,27.26100000000001,753.0,317.0,222.0,44.83499999999999,350.0,261.0,2050.75,295.0,-178.0,902.0,823.0,88.0,193.0
anneli-maley,Anneli Maley,,3.0,1.0,4.0,0.667,3.0,2.0,1.0,6.0,3.0,6.0,,,,44.45,3.0,11.0,8.0,7.0,3.0,1.0
arella-guirantes,Arella Guirantes,,18.0,8.0,32.0,4.667,33.0,7.0,7.7010000000000005,111.0,30.0,29.0,9.8,31.0,24.0,338.40000000000015,7.0,-36.0,91.0,39.0,9.0,15.0
ariel-atkins,Ariel Atkins,,486.0,78.0,393.0,60.652,866.0,310.0,72.63300000000001,2007.0,850.0,496.0,108.24099999999999,487.0,416.0,4978.166666666668,153.0,-75.0,2426.0,546.0,244.0,328.0
arike-ogunbowale,Arike Ogunbowale,W,736.0,25.0,500.0,56.358,1321.0,458.0,66.85499999999998,3032.0,1174.0,448.0,129.15599999999998,739.0,647.0,6095.166666666666,107.0,-280.0,3453.0,607.0,278.0,398.0
ashley-joens,Ashley Joens,,1.0,,11.0,3.65,23.0,10.0,4.058000000000001,36.0,13.0,7.0,1.5,6.0,3.0,127.51666666666665,,-56.0,39.0,11.0,3.0,5.0
astou-ndour-fall,Astou Ndour-Fall,,10.0,26.0,92.0,4.498,49.0,11.0,14.090999999999998,161.0,63.0,61.0,15.8,46.0,41.0,506.96666666666647,35.0,-103.0,178.0,127.0,10.0,21.0
