game_id,date,season,week,league,away,home,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,interceptions_made,misc_td,sacks,score_fr,score_pts,score_tot,tackles
FOOTBALL_CFL_2022_7_31_OTT@TOR,2022-07-31,2022,1,CFL,OTT,TOR,,,,6.0,6.0,,,,,,,,,
FOOTBALL_CFL_2022_7_8_OTT@SSK,2022-07-08,2022,1,CFL,OTT,SSK,,,,3.0,3.0,,,,,,,,,
FOOTBALL_CFL_2022_8_19_EDM@OTT,2022-08-19,2022,1,CFL,EDM,OTT,,,,3.0,3.0,,,,,,,,,
FOOTBALL_CFL_2022_8_27_OTT@EDM,2022-08-27,2022,1,CFL,OTT,EDM,1.0,10.0,,7.0,7.0,10.0,,,,,,,,
FOOTBALL_CFL_2022_8_5_CGY@OTT,2022-08-05,2022,1,CFL,CGY,OTT,,,,5.0,5.0,,,,,,,,,
FOOTBALL_CFL_2022_9_10_TOR@OTT,2022-09-10,2022,1,CFL,TOR,OTT,,,,1.0,1.0,,,,,,,,,
FOOTBALL_CFL_2022_9_24_TOR@OTT,2022-09-24,2022,1,CFL,TOR,OTT,,,,7.0,7.0,,,,,,,,,
FOOTBALL_CFL_2022_9_2_OTT@MTL,2022-09-02,2022,1,CFL,OTT,MTL,,,,6.0,6.0,,,,,,,,,
FOOTBALL_CFL_2022_9_30_OTT@BC,2022-09-30,2022,1,CFL,OTT,BC,,,1.0,3.0,3.0,,1.0,,,,,,,
9889338,2023-09-15,2023,15,CFL,TOR,MTL,,,,,,,,0.0,,0.0,,,,1.0
9889344,2023-09-23,2023,16,CFL,MTL,CGY,,,,,,,,0.0,,0.0,,,,3.0
9889348,2023-09-30,2023,17,CFL,MTL,OTT,,,,,,,,0.0,,0.0,,,,7.0
9889362,2023-10-28,2023,21,CFL,HAM,MTL,,,,,,,,0.0,,0.0,,,,4.0
