game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_CANNONS,,2022,1,AUDL,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W2_CANNONS,,2022,2,AUDL,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W3_CANNONS,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-06-25-CAR-TB,2022-06-25,2022,5,,CAR,TB,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-09-TB-CAR,2022-07-09,2022,7,AUDL,cannons,flyers,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-16-ATL-TB,2022-07-16,2022,8,AUDL,hustle,cannons,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-23-DAL-TB,2022-07-23,2022,9,AUDL,legion,cannons,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-29-TB-ATX,2022-07-29,2022,10,AUDL,cannons,sol,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2022-07-30-TB-DAL,2022-07-30,2022,10,AUDL,cannons,legion,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2023-06-17-DAL-ATL,2023-06-17,2023,8,AUDL,DALLAS LEGION,ATLANTA HUSTLE,3.0,,13.0,15.0,,,15.0,,122.0,201.0
2025-04-26-MAD-MIN,2025-04-26,2025,1,UFA,radicals,windchill,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-05-02-MAD-HTX,2025-05-02,2025,2,UFA,radicals,havoc,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-05-03-MAD-ATX,2025-05-03,2025,2,UFA,radicals,sol,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-05-17-PIT-MAD,2025-05-17,2025,4,UFA,thunderbirds,radicals,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-05-30-IND-MAD,2025-05-30,2025,6,UFA,alleycats,radicals,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-06-08-MAD-CHI,2025-06-08,2025,7,UFA,radicals,union,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-06-13-MIN-MAD,2025-06-13,2025,8,UFA,windchill,radicals,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
2025-06-14-MAD-DET,2025-06-14,2025,8,UFA,radicals,mechanix,4.0,0.0,,,0.0,1.0,,0.0,111.0,407.0
2025-06-27-DET-MAD,2025-06-27,2025,10,UFA,mechanix,radicals,2.0,1.0,,,1.0,1.0,,0.0,23.0,225.0
2025-06-28-MAD-IND,2025-06-28,2025,10,UFA,radicals,alleycats,2.0,0.0,,,0.0,1.0,,1.0,21.0,176.0
2025-07-05-IND-MAD,2025-07-05,2025,11,UFA,alleycats,radicals,3.0,0.0,,,0.0,1.0,,2.0,113.0,265.0
2025-07-12-MAD-MIN,2025-07-12,2025,12,UFA,radicals,windchill,2.0,1.0,,,0.0,0.0,,0.0,-67.0,471.0
2025-07-20-CHI-MAD,2025-07-20,2025,13,UFA,union,radicals,2.0,0.0,,,0.0,1.0,,2.0,83.0,303.0
2026-05-09-MAD-IND,2026-05-09,2026,3,UFA,radicals,alleycats,2.0,1.0,,,0.0,1.0,,1.0,126.0,166.0
2026-05-15-MAD-PIT,2026-05-15,2026,4,UFA,radicals,thunderbirds,1.0,0.0,,,0.0,0.0,,0.0,57.0,144.0
