game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2024-06-07-ATX-ATL,2024-06-07,2024,7,,ATX,ATL,1.0,0.0,,,0.0,1.0,,,,0.0,39.0,87.0
2024-06-08-ATX-CAR,2024-06-08,2024,7,,ATX,CAR,1.0,0.0,,,0.0,1.0,,,,0.0,61.0,73.0
2024-06-15-DAL-ATX,2024-06-15,2024,8,,DAL,ATX,6.0,0.0,,,0.0,3.0,,,,1.0,258.0,235.0
2024-06-21-ATX-DAL,2024-06-21,2024,9,,ATX,DAL,4.0,0.0,,,0.0,1.0,,,,2.0,400.0,243.0
2024-06-29-ATL-ATX,2024-06-29,2024,10,,ATL,ATX,1.0,0.0,,,0.0,2.0,,,,1.0,351.0,105.0
2024-07-06-HTX-ATX,2024-07-06,2024,11,,HTX,ATX,2.0,0.0,,,1.0,0.0,,,,4.0,292.0,69.0
2024-07-20-ATX-DAL,2024-07-20,2024,13,,ATX,DAL,3.0,0.0,,,0.0,3.0,,,,1.0,336.0,209.0
2025-04-25-ATX-HTX,2025-04-25,2025,1,,ATX,HTX,3.0,0.0,,,0.0,2.0,,,,0.0,204.0,251.0
2025-05-03-MAD-ATX,2025-05-03,2025,2,,MAD,ATX,0.0,2.0,,,0.0,3.0,,,,2.0,217.0,160.0
2025-05-10-HTX-ATX,2025-05-10,2025,3,,HTX,ATX,2.0,0.0,,,0.0,2.0,,,,0.0,259.0,52.0
2025-05-17-COL-ATX,2025-05-17,2025,4,,COL,ATX,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-06-06-ATX-LA,2025-06-06,2025,7,,ATX,LA,5.0,0.0,,,1.0,2.0,,,,1.0,268.0,97.0
2025-06-07-ATX-SD,2025-06-07,2025,7,,ATX,SD,0.0,0.0,,,0.0,1.0,,,,1.0,123.0,145.0
2025-06-14-HTX-ATX,2025-06-14,2025,8,,HTX,ATX,1.0,2.0,,,0.0,0.0,,,,2.0,80.0,92.0
2025-06-27-ATX-ATL,2025-06-27,2025,10,,ATX,ATL,0.0,0.0,,,0.0,2.0,,,,1.0,145.0,107.0
2025-06-28-ATX-CAR,2025-06-28,2025,10,,ATX,CAR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-07-05-ATX-HTX,2025-07-05,2025,11,,ATX,HTX,2.0,0.0,,,0.0,3.0,,,,0.0,236.0,163.0
2025-07-12-LA-ATX,2025-07-12,2025,12,,LA,ATX,4.0,1.0,,,0.0,0.0,,,,2.0,189.0,275.0
2025-07-18-CAR-ATX,2025-07-18,2025,13,,CAR,ATX,4.0,0.0,,,0.0,0.0,,,,0.0,98.0,195.0
2026-04-25-ATL-ATX,2026-04-25,2026,1,,ATL,ATX,3.0,0.0,,,0.0,0.0,,,,1.0,158.0,135.0
